路段编码,路名,区属,类型,段起点,段止点,等级,长度,路段面积,人行道面积
HPS000011113,侯家路,黄浦,路段,北王医马弄,紫华路,支路,21.5,240.1,57.3
HPS000011115,侯家路,黄浦,路段,沉香阁路,北王医马弄,支路,81,907.1,218.6
HPS000011117,侯家路,黄浦,路段,吴家弄,沉香阁路,支路,25,191.3,58
HPS000011118,侯家路,黄浦,路段,福佑路,吴家弄,支路,95,717.7,232
HPS000011080,侯家路,黄浦,路段,紫华路,南王医马弄,支路,23,466.3,248.5
HPS000011049,侯家路,黄浦,路段,南王医马弄,方浜中路,支路,90,665.8,181
HPS000010337,湖北路,黄浦,路段,南京,九江路,支路,143,1302.7,431.3
HPS000010364,湖北路,黄浦,路段,北海路,延安,支路,115,544.5,132
HPS000010365,湖北路,黄浦,路段,广东路,北海路,支路,70,405.9,98.4
HPS000010366,湖北路,黄浦,路段,福州路,广东路,支路,137,1942.5,1122.2
HPS000010367,湖北路,黄浦,路段,汉口路,福州路,支路,122,1702,672
HPS000010368,湖北路,黄浦,路段,九江路,汉口路,支路,96,1095,348.4
LWS000001466,湖滨路,黄浦,路段,济南路,顺昌路,支路,120,2527,1637
LWS000001467,湖滨路,黄浦,路段,吉安路,济南路,支路,120,3018,1624
LWS000000033,湖滨路,黄浦,路段,顺昌路,黄陂南路,支路,215,4870,2650
HPS000010362,虎丘路,黄浦,路段,香港路,北京东路,支路,229,2978.4,1007.4
HPS000010363,虎丘路,黄浦,路段,南苏州路,香港路,支路,92,742,265
HPS000011066,沪军营路,黄浦,路段,中山南路,苗江路,支路,253.5,2667.6,877.3
HPS000011064,花草弄,黄浦,路段,方浜中路,四牌楼路,支路,139,312.5,0
HPS000011056,花园港路,黄浦,路段,半淞园路,苗江路,支路,338,6786,2501
HPS000011051,花园弄,黄浦,路段,盐码头街,复兴东路,支路,144.5,307.3,0
HPS000011057,淮海东路,黄浦,路段,人民路,永寿路,次干路,80,697.2,209.7
HPS000011059,淮海东路,黄浦,路段,永寿路,广西南路,次干路,66,1082.5,432.5
HPS000011085,淮海东路,黄浦,路段,云南南路,西藏南路,次干路,154.3,2828,1124
HPS000011087,淮海东路,黄浦,路段,广西南路,云南南路,次干路,79.2,1080.2,458.6
LWS000001463,淮海中路,黄浦,路段,成都南路,思南路,次干路,251,6407,3058
LWS000008102,淮海中路,黄浦,路段,西藏南路,柳林路,次干路,88,1402,752
LWS000008089,淮海中路,黄浦,路段,马当路,淡水路,次干路,108,2538,1286
LWS000008087,淮海中路,黄浦,路段,瑞金二路,茂名南路,次干路,284,6279,2704
LWS000008073,淮海中路,黄浦,路段,望亭路,嵩山路,次干路,115,2506.2,976.2
LWS000009623,淮海中路,黄浦,路段,老重庆中路,雁荡路,次干路,70,1180,615
LWS000009624,淮海中路,黄浦,路段,思南路,瑞金二路,次干路,201,5064,2714
LWS000009617,淮海中路,黄浦,路段,茂名南路,陕西南路,次干路,238,5736,2801
LWS000009530,淮海中路,黄浦,路段,重庆南路,老重庆中路,次干路,72,643,535
LWS000009531,淮海中路,黄浦,路段,柳林路,龙门路,次干路,100,2730,1764
LWS000009522,淮海中路,黄浦,路段,黄陂南路,马当路,次干路,117,3096,1268
LWS000009523,淮海中路,黄浦,路段,嵩山路,黄陂南路,次干路,100,2292,1247
LWS000008294,淮海中路,黄浦,路段,雁荡路,成都南路,次干路,197,4015,1655
LWS000008295,淮海中路,黄浦,路段,淡水路,重庆南路,次干路,91,1776,434
LWS000008289,淮海中路,黄浦,路段,普安路,望亭路,次干路,109,2252,1041
LWS000009535,淮海中路,黄浦,路段,龙门路,普安路,次干路,124,3129,1790
HPS000010361,黄陂北路,黄浦,路段,南京西路,江阴路,次干路,102,1654.6,896.5
HPS000010369,黄陂北路,黄浦,路段,威海路,人民大道,次干路,95,452.5,452.5
HPS000010348,黄陂北路,黄浦,路段,江阴路,威海路,次干路,186,3455.1,1900
HPS000010351,黄陂北路,黄浦,路段,大沽路,延安东路,次干路,89,1167.9,285.9
HPS000010353,黄陂北路,黄浦,路段,武胜路,大沽路,次干路,91,1444.8,564.8
HPS000010355,黄陂北路,黄浦,路段,人民大道,武胜路,次干路,128,456.1,456.1
HPS000010350,黄陂南路,黄浦,路段,延安东路,宁海西路,次干路,125,3231.5,595
HPS000010324,黄陂南路,黄浦,路段,宁海西路,金陵西路,次干路,90,2090,357
LWS000008284,黄陂南路,黄浦,路段,合肥路,复兴中路,支路,184,2050,870
LWS000008297,黄陂南路,黄浦,路段,湖滨路,太仓路,支路,114,2546,722
LWS000008298,黄陂南路,黄浦,路段,复兴中路,自忠路,支路,249,2452,988
LWS000008299,黄陂南路,黄浦,路段,太仓路,兴安路,支路,80,1952,672
LWS000008301,黄陂南路,黄浦,路段,建国东路,合肥路,支路,278,3904,1996
LWS000009618,黄陂南路,黄浦,路段,永年路,建国东路,支路,106,1448,815
LWS000008071,黄陂南路,黄浦,路段,兴安路,淮海中路,支路,109,1961,667
LWS000001465,黄陂南路,黄浦,路段,淮海中路,金陵西路,次干路,123,1967,587
LWS000001469,黄陂南路,黄浦,路段,兴业路,湖滨路,支路,70,430,220
LWS000001476,黄陂南路,黄浦,路段,自忠路,兴业路,支路,160,2151,1126
LWS000009593,黄陂南路,黄浦,路段,徐家汇路,永年路,支路,236,2640,1280
HPS000010298,黄河路,黄浦,路段,凤阳路,南京,支路,112,1135.5,364.3
HPS000010299,黄河路,黄浦,路段,定兴路,凤阳路,支路,118,1222.6,413.6
HPS000010300,黄河路,黄浦,路段,牯岭路,定兴路,支路,92,1247.4,429.3
HPS000010301,黄河路,黄浦,路段,北京,牯岭路,支路,46,226,87
HPS000010302,黄河路,黄浦,路段,青岛路,北京,支路,194,2411.3,714
HPS000010359,黄河路,黄浦,路段,南苏州路,新闸路,支路,60,67.1,18.7
HPS000010327,黄河路,黄浦,路段,新闸路,青岛路,支路,133,1683.7,815.7
HPS000010297,黄河路107弄,黄浦,路段,黄河路,弄底,支路,136,350,0
HPS000010296,黄河路215弄,黄浦,路段,黄河路,新昌路,支路,152,588,0
HPS000011081,黄家路,黄浦,路段,永泰街,光启南路,支路,218,1781.1,723.5
HPS000011082,黄家路,黄浦,路段,中华路,永泰街,支路,64.9,501.2,187.2
HPS000011079,黄家路,黄浦,路段,光启南路,凝和路,支路,145,1438.3,645.8
HPS000011071,黄家阙路,黄浦,路段,黄浦少年,中华路,支路,32.5,188.1,89.8
HPS000011073,黄家阙路,黄浦,路段,大林路,黄浦少年,支路,85,1358.3,807
HPS000011075,黄家阙路,黄浦,路段,大吉路,大林路,支路,190,3465.9,1533.9
HPS000011077,黄家阙路,黄浦,路段,安澜路,大吉路,支路,56.5,626.3,344.3
HPS000011815,黄浦唐家湾路,黄浦,路段,肇周路,建国新路,支路,363,2886.1,814.8
HPS000011138,徽宁路,黄浦,路段,普育东路,跨龙路,支路,52,337.3,112.4
HPS000011122,徽宁路,黄浦,路段,跨龙路,普育西路,支路,166,2067.2,957.2
HPS000011199,徽宁路,黄浦,路段,剪刀桥,西藏南路,支路,44,339.1,106.3
HPS000011179,徽宁路,黄浦,路段,厅西路,剪刀桥,支路,146,1790.3,584.3
HPS000011187,徽宁路,黄浦,路段,西藏南路,制造局路,支路,280,3676.2,1448.7
HPS000011192,徽宁路,黄浦,路段,南车站路,厅西路,支路,213,2479.6,730.9
HPS000011193,徽宁路,黄浦,路段,天柱山路,南车站路,支路,106,1060.3,305
HPS000011195,徽宁路,黄浦,路段,迎勋路,天柱山路,支路,70,652,162.2
HPS000011196,徽宁路,黄浦,路段,普育西路,迎勋路,支路,196,2587,1040
HPS000011183,徽宁路小市政,黄浦,路段,428弄A,428弄B,支路,86,335.4,0
HPS000011200,会馆码头街,黄浦,路段,外马路,中山南路,支路,161.1,767.5,289.8
HPS000011208,会稽路,黄浦,路段,人民路,西藏南路,支路,197.2,1957.6,809.6
HPS000011207,火腿弄,黄浦,路段,大夫坊,灵济街,支路,106.3,392,63.4
HPS000011206,机厂路,黄浦,路段,外马路,本路底,支路,90,978.7,249.7
HPS000011205,鸡毛弄,黄浦,路段,鸡毛弄A,鸡毛弄B,支路,132,350,0
LWS000001497,吉安路,黄浦,路段,浏河口路,崇德路,支路,87,342,159
LWS000001471,吉安路,黄浦,路段,自忠路,湖滨路,支路,84,946,342
LWS000008285,吉安路,黄浦,路段,复兴中路,自忠路,支路,209,2198,874
LWS000008290,吉安路,黄浦,路段,肇周路,复兴中路,支路,193,2034,830
LWS000009579,吉安路,黄浦,路段,湖滨路,浏河口路,支路,138,670,159
HPS000011202,吉祥弄,黄浦,路段,松雪街,金家坊,支路,198,772,0
LWS000009575,济南路,黄浦,路段,湖滨路,崇德路,支路,185,2006,753
LWS000009625,济南路,黄浦,路段,复兴中路,自忠路,支路,196,2502,1062
LWS000009518,济南路,黄浦,路段,崇德路,太仓路,支路,71,604,300
LWS000001475,济南路,黄浦,路段,自忠路,湖滨路,支路,52,547,340
LWS000008039,济南路,黄浦,路段,肇周路,复兴中路,支路,194,2047,826
LWS000009584,建德路,黄浦,路段,思南路,瑞金二路,支路,368,2921,1351
LWS000009590,建国东路,黄浦,路段,顺昌路,黄陂南路,支路,180,2550,1109
LWS000009580,建国东路,黄浦,路段,马当路,淡水路,支路,156,2216,882
LWS000008292,建国东路,黄浦,路段,肇周路,顺昌路,支路,194,2561,1069
LWS000009626,建国东路,黄浦,路段,黄陂南路,马当路,支路,179,3117,1670
LWS000009601,建国东路,黄浦,路段,淡水路,重庆南路,支路,256,2625.5,1574.5
LWS000001472,建国西路,黄浦,路段,瑞金二路,陕西南路,支路,500,7337,3152
LWS000009583,建国西路150弄,黄浦,路段,0,1,支路,68,182,0
LWS000009608,建国西路91弄,黄浦,路段,0,1,支路,77,666,177
HPS000020173,建国新路,黄浦,路段,西藏南路,方斜路,支路,146,2470,720
HPS000020174,建国新路,黄浦,路段,方斜路,肇周路,支路,249,5275,1624
LWS000009582,建国中路,黄浦,路段,思南路,瑞金二路,支路,376,5630,2336
LWS000009588,建国中路,黄浦,路段,重庆南路,思南路,支路,201,2391,1176
LWS000009591,建国中路27弄,黄浦,路段,无号,无号,支路,94,470,235
LWS000020165,江滨路,黄浦,路段,日晖东路,开平路,支路,186,2784,1104
LWS000020166,江滨路,黄浦,路段,开平路,打浦路,支路,249,4401,1461
LWS000020167,江滨路,黄浦,路段,打浦路,富润路,支路,220,3589,1251
HPS000010284,江西南路,黄浦,路段,延安东路,金陵东路,支路,138,1469.6,721.6
HPS000010294,江西南路,黄浦,路段,金陵东路,人民路,支路,165,1767.5,535
HPS000010295,江西中路,黄浦,路段,广东路,延安东路,支路,175,1416,396
HPS000010313,江西中路,黄浦,路段,福州路,泗泾路,支路,158,1356,336
HPS000010315,江西中路,黄浦,路段,泗泾路,广东路,支路,35,226,56
HPS000010303,江西中路,黄浦,路段,南苏州路,香港路,支路,92,333,108
HPS000010285,江西中路,黄浦,路段,汉口路,福州路,支路,140,1374.6,417.6
HPS000010286,江西中路,黄浦,路段,九江路,汉口路,支路,95,831.6,291.6
HPS000010287,江西中路,黄浦,路段,沙市二,九江路,支路,68,538.4,148.4
HPS000010288,江西中路,黄浦,路段,南京,沙市二,支路,48,333.8,108.8
HPS000010289,江西中路,黄浦,路段,天津路,南京,支路,125,846.2,244.2
HPS000010290,江西中路,黄浦,路段,宁波路,天津路,支路,48,395.1,187.1
HPS000010291,江西中路,黄浦,路段,北京,宁波路,支路,118,737.5,175
HPS000010292,江西中路,黄浦,路段,香港路,北京,支路,197,1782,432
HPS000010323,江西中路444弄,黄浦,路段,江西中路,弄底,支路,58,170,0
HPS000011149,江阴街,黄浦,路段,沙家街,林荫路,支路,66.5,795.7,390.6
HPS000011150,江阴街,黄浦,路段,大兴街,沙家街,支路,177.5,2109.9,999.9
HPS000011151,江阴街,黄浦,路段,西华弄,大兴街,支路,133.5,1421.1,622.3
HPS000011152,江阴街,黄浦,路段,迎勋路,西华弄,支路,120.5,1112.5,445
HPS000011154,江阴街,黄浦,路段,马路桥,迎勋路,支路,265,2972.2,1202.2
HPS000011155,江阴街,黄浦,路段,跨龙路,马路桥,支路,143.5,1352.4,497.4
HPS000010320,江阴路,黄浦,路段,重庆,成都,支路,143,643.5,249.3
HPS000010322,江阴路,黄浦,路段,黄陂,重庆,支路,247,2334,788
HPS000010318,金华路,黄浦,路段,南京东路,九江路,支路,120,787.2,230.4
HPS000011171,金家坊,黄浦,路段,肇方弄,中华路,支路,53.5,173.9,13
HPS000011173,金家坊,黄浦,路段,翁家弄,肇方弄,支路,55,285.8,37.7
HPS000011175,金家坊,黄浦,路段,木桥街,翁家弄,支路,52,192,0
HPS000011139,金家坊,黄浦,路段,西马街,北孔家弄,支路,27.5,106.7,16.7
HPS000011143,金家坊,黄浦,路段,贻庆街,西马街,支路,78,446.8,81.8
HPS000011145,金家坊,黄浦,路段,红栏杆街,贻庆街,支路,86,616.3,147.5
HPS000011146,金家坊,黄浦,路段,北孔家弄,木桥街,支路,102.5,81.1,0
HPS000011147,金家坊,黄浦,路段,松雪街,红栏杆街,支路,76,202.5,0
HPS000011158,金家坊小市政,黄浦,路段,18弄A,18弄B,支路,40,121,0
HPS000011164,金家旗杆弄,黄浦,路段,凝和路,也是园弄,支路,87.5,359.4,90.2
HPS000020327,金陵东路,黄浦,路段,中山东二路,永安路,支路,169,2533.2,1153.2
HPS000010412,金陵东路,黄浦,路段,广西南路,云南南路,支路,75,1438.9,472.3
HPS000010425,金陵东路,黄浦,路段,永寿路,广西南路,支路,65,1318.2,474
HPS000010427,金陵东路,黄浦,路段,浙江南路,永寿路,支路,77,1539.2,552.7
HPS000010429,金陵东路,黄浦,路段,福建南路,浙江南路,支路,165,2815.2,1036.1
HPS000010431,金陵东路,黄浦,路段,盛泽路,福建南路,支路,70,1413.3,488.3
HPS000010433,金陵东路,黄浦,路段,云南南路,西藏中路,支路,123,2307.5,711.7
HPS000010379,金陵东路,黄浦,路段,河南南路,山东南路,支路,125,2233.8,775.3
HPS000010325,金陵东路,黄浦,路段,四川南路,溪口路,支路,91,1207.5,481.5
HPS000010304,金陵东路,黄浦,路段,永安路,四川南路,支路,85,1412.7,508.4
HPS000010307,金陵东路,黄浦,路段,紫金路,河南南路,支路,62,842.2,496.8
HPS000010309,金陵东路,黄浦,路段,江西南路,紫金路,支路,127,2835.2,1207
HPS000010311,金陵东路,黄浦,路段,溪口路,江西南路,支路,105,1891.9,916
HPS000010349,金陵东路,黄浦,路段,山东南路,盛泽路,支路,63,889.8,377.8
HPS000010415,金陵西路,黄浦,路段,马当路,淡水路,支路,89,1992.8,559.5
HPS000010417,金陵西路,黄浦,路段,连云路,马当路,支路,57.5,825,331
HPS000010419,金陵西路,黄浦,路段,黄陂,连云路,支路,57.5,739,378
HPS000010443,金陵西路,黄浦,路段,淡水路,重庆,支路,160,4254,1047
HPS000010447,金陵中路,黄浦,路段,普安路,望亭路,支路,106,2791,1147
HPS000010451,金陵中路,黄浦,路段,龙门路,普安路,支路,169,3272,1555.9
HPS000010453,金陵中路,黄浦,路段,柳林路,龙门路,支路,94,672.9,298.3
HPS000010455,金陵中路,黄浦,路段,嵩山路,黄陂,支路,110,2172.5,692.5
HPS000010423,金陵中路,黄浦,路段,西藏,柳林路,支路,48,1986.6,1298.5
HPS000010434,金陵中路,黄浦,路段,望亭路,嵩山路,支路,110,2431.3,703.8
HPS000010441,金隆街,黄浦,路段,河南,山东路,支路,125,794,269
HPS000010439,金门路,黄浦,路段,金陵,人民路,支路,123,861,231
HPS000011163,金坛路,黄浦,路段,中华路,巡道街,支路,121.5,2771.4,353.4
LWS000009581,进贤路,黄浦,路段,茂名南路,陕西南路,支路,290,3454,1522
LWS000009627,进贤路174弄,黄浦,路段,0,1,支路,71,204,204
HPS000020338,经六路,黄浦,路段,高雄路,龙华东路,次干路,167,3749,810
HPS000020063,靖远街,黄浦,路段,芜湖路,延安,支路,81,643,258
HPS000010438,靖远街,黄浦,路段,广东路,芜湖路,支路,74,787,338
HPS000011496,静修路,黄浦,路段,庄家街,曹家街,支路,293,1803.4,213.3
HPS000010436,九江路,黄浦,路段,四川中路,沙市路,支路,70,711,207
HPS000010437,九江路,黄浦,路段,中山东一路,四川中路,支路,231,2001.1,602.1
HPS000010413,九江路,黄浦,路段,江西中路,河南中路,支路,166,1736.8,539.8
HPS000010410,九江路,黄浦,路段,沙市路,江西中路,支路,61,758.4,274.4
HPS000010383,九江路,黄浦,路段,福建中路,湖北路,支路,120,1830,755
HPS000010385,九江路,黄浦,路段,山西南路,福建中路,支路,218,3604.8,1154.8
HPS000010387,九江路,黄浦,路段,山东中路,山西南路,支路,143,2318.2,761.9
HPS000010388,九江路,黄浦,路段,河南中路,山东中路,支路,101,1378.3,447
HPS000010390,九江路,黄浦,路段,浙江中路,金华路,支路,74,1150.6,450.6
HPS000010402,九江路,黄浦,路段,西藏中路,南京东路,支路,323,5172,1490
HPS000010375,九江路,黄浦,路段,广西南路,贵州路,支路,59,782.6,288.6
HPS000010377,九江路,黄浦,路段,金华路,广西南路,支路,62,729,183
HPS000010370,九江路,黄浦,路段,湖北路,浙江中路,支路,75,1269.5,682
HPS000010371,九江路,黄浦,路段,云南中路,西藏中路,支路,134,1849.7,588.7
HPS000010373,九江路,黄浦,路段,贵州路,云南中路,支路,43,473,252
HPS000011617,旧仓街,黄浦,路段,东青莲街,大境路,支路,93.5,701.1,181
HPS000011618,旧仓街,黄浦,路段,高墩街,东青莲街,支路,74.5,548.6,128.3
HPS000011619,旧仓街,黄浦,路段,白衣街,高墩街,支路,23.5,90,24
HPS000011620,旧仓街,黄浦,路段,福佑路,白衣街,支路,49,234.1,54.4
HPS000011621,旧仓街,黄浦,路段,人民路,福佑路,支路,100,1246,490
HPS000011615,旧校场路,黄浦,路段,沉香阁路,百翎路,支路,93,1351.4,662.9
HPS000011616,旧校场路,黄浦,路段,福佑路,沉香阁路,支路,90,827.7,298.9
HPS000011613,旧校场路,黄浦,路段,百翎路,方浜中路,支路,127,1677.8,746.3
LWS000009877,局门后路,黄浦,路段,路底,局门路,支路,247,1456,492
LWS000009880,局门路,黄浦,路段,汝南街,五里桥路,支路,176,2371,1201
LWS000009881,局门路,黄浦,路段,五里桥路,斜土路,支路,156,3018,1278
LWS000009886,局门路,黄浦,路段,蒙自东路,徐家汇路,支路,266,5643,1846
LWS000009605,局门路,黄浦,路段,斜土路,丽园路,支路,177,2650,1008
LWS000009610,局门路,黄浦,路段,中山南一路,瞿溪路,支路,268,3046,1365
LWS000009604,局门路,黄浦,路段,丽园路,蒙自东路,支路,81,1105,535
LWS000009596,局门路,黄浦,路段,瞿溪路,汝南街,支路,76,767,353
LWS000009611,"局门路,五里桥路",黄浦,路段,五里桥路,五里桥路,支路,82,1054,510
LWS000009888,局门路434弄,黄浦,路段,0,1,支路,120,845,320
LWS000009892,局门路573弄,黄浦,路段,0,1,支路,69,345,69
LWS000009884,巨鹿路,黄浦,路段,瑞金一路,茂名南路,支路,271,4190,1718
LWS000009900,巨鹿路,黄浦,路段,重庆中路,成都南路,支路,190,2744,1060
LWS000001462,巨鹿路,黄浦,路段,成都南路,瑞金一路,支路,416,6704,3134
LWS000009646,巨鹿路,黄浦,路段,茂名南路,陕西南路,支路,359,5085,2118
LWS000009867,巨鹿路395弄,黄浦,路段,0,1,支路,99,414,0
HPS000011609,聚奎街,黄浦,路段,陆家宅弄,学院路,支路,88,466.3,172.3
HPS000011611,聚奎街,黄浦,路段,东街,陆家宅弄,支路,92.5,524.6,191.6
HPS000011607,聚奎街小市政,黄浦,路段,17A,17B,支路,130,296,0
HPS000011614,瞿溪路,黄浦,路段,西藏南路,制造局路,支路,421,4113.7,1408.6
HPS000011605,瞿溪路,黄浦,路段,普育东路,南车站路,支路,277,4077.5,1584.5
HPS000011606,瞿溪路,黄浦,路段,中山南路,普育东路,支路,148,1468.6,771.1
HPS000011633,瞿溪路,黄浦,路段,南车站路,保屯路,支路,307,3177.6,1264.1
HPS000011635,瞿溪路,黄浦,路段,保屯路,西藏南路,支路,201,2008.9,640
LWS000009893,瞿溪路,黄浦,路段,局门路,蒙自路,支路,272,4837,3048
LWS000009896,瞿溪路,黄浦,路段,制造局路,局门路,支路,282,3636,1829
LWS000001464,瞿溪路,黄浦,路段,蒙自路,鲁班路,支路,364,5562,3357
LWS000009647,瞿溪路,黄浦,路段,鲁班路,打浦路,支路,435,5536,2601
LWS000009592,瞿溪路,黄浦,路段,打浦路,瑞金南路,支路,303,5185,3183
LWS000009852,瞿溪路1062弄,黄浦,路段,1号,5号,支路,268,1763,155
LWS000009897,瞿溪路1079弄,黄浦,路段,0,1,支路,164,1232,522
LWS000009612,瞿溪路1254弄,黄浦,路段,0,1,支路,126,729,227
LWS000009895,瞿溪路937弄,黄浦,路段,0,1,支路,114,1219,752
